999 5000
879 755 300
815 356 994
699 911 92
936 941 83
577 679 414
871 884 233
994 8 679
295 619 892
595 254 636
995 727 473
366 606 277
608 422 543
348 839 361
827 494 385
267 789 548
896 379 416
864 374 355
52 668 856
5 981 864
757 695 285
466 61 17
648 388 90
187 454 115
635 281 670
744 266 458
251 162 838
641 26 665
476 795 83
930 800 910
356 557 464
509 742 97
269 390 107
168 576 839
625 930 738
575 674 532
34 643 988
589 3 40
518 478 16
833 127 158
849 483 453
561 991 22
52 978 845
648 147 111
698 490 182
30 783 146
346 535 902
823 124 513
326 641 686
343 194 627
441 43 553
534 322 748
368 92 227
592 739 433
830 438 480
997 186 390
558 531 971
760 354 62
965 399 677
367 741 548
176 901 288
905 435 7
626 802 155
325 114 188
889 943 594
942 940 166
870 259 331
85 942 655
939 309 69
707 203 83
517 108 149
367 733 993
309 777 106
990 666 303
827 327 765
850 825 991
405 414 881
750 498 948
775 437 229
541 862 702
927 98 921
747 465 983
370 773 764
824 482 48
940 310 315
716 160 601
989 283 933
240 33 668
151 526 186
651 786 36
73 713 855
602 179 3
584 268 634
623 810 934
766 751 850
236 186 899
249 175 809
675 133 912
318 283 860
397 652 75
58 443 991
816 46 757
39 348 716
753 970 677
669 455 591
893 690 574
278 657 616
383 51 301
520 368 872
183 765 613
351 541 874
231 357 278
9 396 808
54 867 579
909 536 640
234 430 655
463 426 578
147 808 987
401 328 903
936 230 862
125 580 899
474 529 222
587 257 184
329 310 66
478 937 155
83 890 3
97 353 508
767 218 128
488 618 124
296 274 61
868 398 309
701 590 915
172 177 282
475 224 829
926 420 882
633 503 734
488 599 607
769 85 116
858 291 267
993 587 930
359 174 70
22 874 560
214 764 381
662 239 988
140 884 15
273 517 398
15 6 847
109 493 587
139 351 957
787 63 210
428 140 855
185 162 496
812 375 352
54 756 608
518 614 328
403 605 370
508 619 737
213 727 936
719 865 446
517 372 391
620 518 182
897 703 129
49 234 498
401 7 569
992 524 819
468 645 833
898 154 696
333 85 662
261 803 198
975 40 571
35 659 766
952 556 499
31 323 681
203 724 693
131 716 226
391 903 941
256 801 589
739 852 368
668 831 217
182 807 91
784 560 903
624 231 157
167 262 402
381 183 287
881 314 123
625 423 236
15 679 996
275 137 491
901 524 306
50 705 589
955 208 378
520 551 560
360 436 614
523 816 37
128 698 750
168 42 571
111 56 35
292 331 485
326 950 935
191 718 582
300 673 349
250 911 1000
150 272 385
30 513 538
93 640 446
468 808 390
985 637 608
182 648 687
234 973 51
808 882 212
14 150 857
489 300 752
400 48 698
128 140 334
272 327 485
458 312 34
418 213 681
427 165 916
105 972 692
500 779 301
568 511 769
266 718 358
236 119 681
717 964 480
558 955 151
207 132 968
212 268 614
145 413 277
489 517 244
995 17 95
122 303 180
678 568 552
971 522 893
312 240 796
792 797 353
599 5 658
437 934 614
205 79 611
138 567 51
43 282 145
445 122 208
78 518 744
429 489 562
616 800 302
487 312 353
313 629 848
270 784 172
494 989 358
849 845 320
440 887 103
47 51 7
674 847 152
589 994 895
26 329 621
420 816 808
611 129 254
245 118 280
93 611 850
738 180 241
670 619 48
601 385 365
373 59 724
942 366 676
720 110 114
298 529 536
905 859 294
860 104 46
881 196 757
329 653 36
621 42 637
800 361 353
468 733 743
700 676 549
927 396 686
483 412 805
573 36 908
510 895 194
284 496 187
668 824 891
950 446 330
851 964 902
138 151 319
201 851 379
348 778 329
605 979 789
392 271 270
37 780 321
785 782 278
167 450 286
201 400 640
276 252 387
430 108 893
318 27 584
319 374 432
715 979 254
242 90 585
803 126 718
979 629 700
650 795 637
864 995 214
243 989 770
586 420 658
798 456 268
861 775 852
421 209 96
959 451 804
768 972 884
76 670 880
447 321 332
706 903 776
365 147 247
993 451 997
729 249 992
491 828 315
64 967 942
616 926 364
257 694 498
742 769 370
139 935 256
767 360 793
672 724 269
286 717 126
319 165 904
808 655 186
790 718 107
700 53 272
61 310 265
113 770 156
834 627 643
595 394 67
259 67 993
788 352 190
767 671 315
714 198 987
207 706 57
667 407 622
53 186 836
570 298 582
856 850 93
78 445 698
377 704 174
119 211 471
577 696 232
918 410 449
914 336 788
347 3 543
551 773 725
65 62 182
349 917 989
978 713 751
283 808 910
373 926 86
814 222 757
645 858 825
392 491 829
126 838 875
985 108 587
31 173 228
92 240 955
4 218 760
361 219 63
140 591 206
848 124 380
253 487 897
785 878 97
654 723 35
243 708 684
324 457 528
467 267 148
246 271 340
19 350 802
319 208 354
265 56 524
151 27 837
894 812 95
130 466 436
921 427 403
821 751 720
611 936 568
360 182 640
325 200 334
228 238 912
441 502 810
777 371 786
319 265 15
739 395 678
164 316 297
733 137 811
759 748 95
771 108 455
53 151 3
403 98 800
960 538 756
573 34 250
931 352 882
102 92 397
456 973 533
519 426 324
51 903 595
238 674 549
886 446 526
454 848 974
977 527 951
721 818 980
835 750 897
215 570 797
987 27 171
795 264 68
740 33 911
151 270 917
388 875 724
775 48 370
978 26 766
438 465 425
930 301 781
493 515 200
866 502 62
213 298 664
703 756 464
815 906 262
602 294 511
553 787 861
352 765 816
396 203 131
259 851 406
308 345 523
209 929 230
573 860 60
201 282 336
861 97 5
229 699 318
471 252 450
479 323 76
513 437 796
12 414 291
529 722 459
561 649 448
95 223 76
364 423 114
669 3 473
600 949 420
825 420 678
556 618 617
52 131 706
469 860 720
738 389 737
351 949 660
612 762 901
451 126 419
853 795 735
71 114 756
986 657 346
872 213 364
82 983 626
446 452 614
942 190 85
443 260 209
311 590 919
401 41 276
632 612 966
866 682 345
51 668 380
373 541 222
32 341 596
102 505 1
750 447 374
787 608 231
492 637 315
958 756 406
551 389 264
657 973 715
877 742 528
754 833 30
281 864 837
73 684 710
35 434 665
904 939 493
35 431 503
472 109 945
669 659 591
760 317 823
252 912 747
130 666 710
549 946 425
27 737 167
10 490 899
158 395 411
632 148 557
26 619 609
894 289 546
869 767 332
818 737 312
510 866 217
35 134 268
423 161 62
496 888 949
722 46 304
887 396 709
202 141 831
344 753 74
145 622 54
699 160 485
447 669 598
579 703 424
376 126 446
910 341 430
654 63 336
791 668 64
77 588 413
980 650 31
891 513 509
288 212 372
140 658 719
576 955 907
147 332 64
877 960 357
933 333 684
35 125 455
532 201 931
169 181 367
559 790 662
290 796 145
180 935 481
738 511 532
999 377 919
823 254 703
988 906 831
652 940 960
984 472 150
904 641 583
193 200 332
994 489 98
9 668 69
680 125 843
26 842 842
703 665 863
778 372 336
467 25 948
281 727 761
13 631 541
644 542 614
783 537 544
1 545 702
589 943 806
408 968 114
884 390 42
53 168 593
126 354 156
140 634 185
907 365 962
752 727 854
79 511 225
330 511 868
250 818 319
293 227 757
897 829 454
167 600 110
526 726 557
629 584 754
458 210 907
918 962 245
639 41 453
896 370 980
417 338 247
599 350 95
749 247 365
9 413 977
155 938 913
372 567 472
224 26 768
440 662 340
102 20 154
556 634 753
957 769 840
178 368 571
343 835 60
57 563 700
370 717 83
846 89 718
188 312 140
739 470 663
244 846 147
324 803 255
23 981 78
789 43 428
802 99 55
228 187 420
29 33 80
397 221 139
228 678 505
720 369 125
950 331 100
814 654 113
447 676 59
166 184 32
720 985 99
836 931 886
108 960 655
467 76 231
856 304 381
435 742 443
585 693 922
300 507 572
818 954 582
36 838 524
296 558 159
93 114 836
357 221 988
653 406 36
608 980 416
241 416 494
242 719 760
292 20 8
996 556 197
378 591 404
661 606 407
929 698 262
130 773 388
9 145 864
963 752 533
939 992 194
658 952 27
70 963 780
707 959 565
298 337 793
446 716 494
871 646 767
128 494 497
605 222 690
206 185 930
506 124 243
503 501 425
657 570 396
829 277 79
558 294 409
315 458 259
677 48 437
175 176 778
726 499 972
141 423 55
27 929 442
905 151 979
174 807 777
686 637 842
876 913 724
404 228 178
86 623 609
412 797 984
233 242 690
993 101 591
657 128 922
445 751 524
451 924 129
28 329 163
319 205 543
902 328 709
663 413 210
191 543 460
892 776 307
812 488 440
873 864 493
582 309 708
441 478 509
108 506 291
130 824 837
783 445 554
383 109 701
324 299 714
62 909 723
759 440 51
277 313 751
920 894 265
753 336 627
509 162 558
313 11 955
321 512 190
94 614 791
279 937 367
725 718 901
948 196 436
378 472 560
671 112 900
991 864 978
789 373 922
812 685 599
377 724 847
387 817 77
224 814 498
359 540 274
404 207 7
888 303 487
404 692 912
533 683 285
997 191 819
343 721 803
697 817 75
283 204 890
763 428 950
900 786 615
754 908 664
804 796 443
46 919 54
397 452 113
332 169 246
639 511 12
350 926 420
504 928 955
476 691 464
980 310 961
743 783 345
712 306 405
702 351 699
665 467 830
30 798 424
303 437 106
17 786 475
547 291 376
1 485 237
599 184 557
984 926 312
997 357 804
806 59 873
253 723 781
151 471 165
936 492 139
232 509 209
173 774 450
760 774 751
40 374 765
347 77 402
437 792 381
832 598 440
298 569 336
230 439 181
959 375 869
126 606 114
516 498 983
196 258 136
80 297 35
146 362 640
857 798 1
924 350 520
769 647 249
336 596 664
93 555 893
60 400 689
535 915 527
784 829 486
527 908 449
362 773 326
992 630 778
415 273 258
435 42 342
462 97 809
209 189 175
767 966 227
932 501 877
594 285 223
951 531 718
606 611 776
622 603 502
155 736 925
756 890 835
5 352 921
567 280 363
684 47 29
920 978 384
71 292 707
769 243 188
96 848 157
194 189 959
922 344 944
642 818 281
403 541 570
261 108 177
306 510 290
37 149 303
267 938 389
501 426 737
266 521 445
361 715 836
777 356 41
648 997 317
691 400 357
804 660 321
197 685 384
635 721 771
771 706 64
917 208 133
26 192 46
981 271 932
126 766 996
333 415 458
357 824 857
641 628 816
32 824 347
651 178 182
139 668 353
563 585 269
133 610 117
505 591 407
310 436 95
471 768 830
347 843 540
904 484 146
560 516 176
181 885 568
242 24 975
727 306 137
420 438 440
741 661 30
334 690 392
693 879 918
903 226 573
220 849 64
881 409 713
368 308 255
750 268 811
82 994 446
435 133 940
680 874 393
954 208 386
663 619 618
141 523 843
265 61 117
304 147 328
509 896 788
175 696 199
147 132 479
275 530 447
64 484 805
262 866 705
338 7 623
359 467 99
229 450 334
226 753 801
812 980 769
385 156 862
951 21 919
370 295 27
662 77 921
163 57 991
719 114 507
798 472 337
57 420 600
375 645 306
559 176 411
640 560 79
417 231 403
44 600 674
918 263 989
278 144 380
172 379 497
307 435 35
892 528 252
949 88 125
986 727 791
180 862 802
111 624 988
337 542 90
639 539 969
997 479 977
189 651 736
851 676 48
652 287 246
98 236 779
719 223 119
620 121 127
750 231 369
481 567 224
193 924 315
766 641 280
202 829 978
734 399 745
420 51 531
634 866 995
653 305 546
119 924 615
445 393 252
396 874 188
607 785 57
357 271 592
304 191 962
902 925 311
177 64 377
456 416 412
971 788 187
147 906 845
442 70 243
687 184 665
499 509 552
953 584 927
50 888 62
692 790 45
16 966 979
825 141 404
502 831 156
483 977 1
107 420 66
124 825 422
732 324 942
845 995 290
229 763 747
522 456 290
21 190 15
21 15 805
437 517 301
640 718 400
469 825 69
86 667 559
885 118 409
195 682 28
807 629 6
588 151 10
878 890 998
852 910 699
967 347 875
632 987 360
275 175 703
336 260 146
941 145 2
588 59 877
231 865 993
356 172 765
935 50 588
705 621 792
208 307 430
945 939 360
401 214 231
401 268 812
67 209 172
569 797 253
753 28 696
567 383 952
250 38 605
822 461 79
305 668 474
853 332 441
108 732 732
536 133 767
224 200 458
775 487 860
384 959 704
577 526 997
941 494 747
74 316 304
827 339 718
887 193 863
605 19 802
817 555 887
16 778 966
423 553 40
346 656 338
297 951 852
349 611 698
157 684 463
425 230 939
361 835 258
347 440 779
65 975 85
634 991 339
403 133 359
378 479 751
311 494 210
489 561 39
878 717 195
584 142 755
347 221 842
302 286 246
993 69 52
241 703 377
266 824 326
281 202 111
952 232 139
293 439 702
245 317 898
880 900 734
464 247 927
602 267 339
462 979 124
297 220 519
560 204 137
237 484 723
112 436 613
479 729 715
408 692 22
771 572 350
995 754 339
439 357 248
887 537 854
404 833 594
623 393 510
385 348 256
349 459 288
263 657 814
615 783 225
4 554 67
573 268 94
826 707 796
347 313 122
565 716 123
3 58 175
643 442 604
487 510 223
485 491 172
212 107 800
349 110 709
776 401 631
957 945 846
496 12 692
289 576 996
915 579 276
371 940 669
175 427 896
438 630 625
794 560 515
216 908 643
909 684 358
589 642 351
976 856 516
394 145 410
247 778 627
156 868 676
944 43 515
243 199 433
33 993 593
646 927 573
89 555 437
649 144 928
156 838 897
392 951 114
205 198 52
314 72 887
83 735 926
997 977 38
823 10 100
927 656 559
659 463 475
76 112 831
851 268 119
484 659 88
698 582 381
690 896 626
270 697 490
891 694 572
430 236 794
962 164 725
140 541 8
872 616 352
748 468 460
181 670 847
565 368 921
583 776 662
673 46 745
217 655 387
738 86 670
269 766 889
892 905 616
978 777 289
457 244 538
641 425 908
484 708 216
908 291 161
948 683 335
404 899 309
553 637 826
938 624 985
924 516 993
733 494 379
876 670 623
487 30 546
486 513 884
852 421 721
713 88 331
620 210 555
901 763 963
985 420 54
836 64 846
311 796 404
562 391 78
776 877 328
415 363 1000
480 933 366
836 646 89
593 985 911
531 605 572
825 309 741
743 145 305
895 174 232
261 736 810
296 231 928
360 646 493
655 844 720
91 680 473
332 992 87
782 523 870
996 67 704
68 528 516
483 143 708
132 403 953
452 699 225
87 777 422
84 152 427
732 960 311
27 292 406
744 74 618
66 788 260
696 855 35
191 57 491
858 188 383
980 358 437
333 444 332
769 527 66
331 259 709
10 5 349
681 748 600
875 813 683
573 510 688
81 700 273
449 558 19
939 257 385
128 589 648
812 77 302
648 407 768
163 136 520
968 816 292
848 410 10
235 982 672
757 782 850
56 949 899
542 888 771
386 17 42
392 828 135
925 196 826
718 77 427
233 46 47
215 612 303
10 846 103
33 322 536
474 378 740
473 638 803
447 742 456
10 134 734
368 60 703
134 496 71
752 447 889
906 661 405
469 389 5
733 421 24
779 894 439
494 86 268
97 532 895
715 261 616
599 628 787
679 761 176
554 233 950
474 139 106
724 607 299
820 60 906
956 838 774
190 332 155
778 147 465
110 580 803
293 180 599
254 577 381
710 131 577
332 323 937
334 47 412
725 585 455
256 260 953
680 168 647
628 946 337
390 774 832
130 67 216
217 320 840
66 748 126
864 798 666
802 133 160
66 576 668
107 831 213
985 230 235
915 858 704
992 966 163
368 814 579
922 32 442
54 97 575
34 679 983
55 481 420
122 265 536
773 371 940
403 76 54
382 701 96
618 787 291
639 709 271
979 481 64
786 233 599
392 287 811
847 408 817
598 899 717
179 303 465
708 940 59
96 323 834
168 659 623
55 299 991
690 278 427
423 65 110
834 456 3
726 22 319
321 619 375
287 517 734
46 225 630
514 40 119
684 925 11
360 979 235
744 670 584
329 93 281
147 926 12
969 371 197
200 411 18
330 416 120
200 461 908
292 975 763
143 378 484
934 737 715
743 481 725
830 810 578
699 675 872
743 644 417
527 562 86
929 611 891
849 810 649
993 820 121
177 963 789
4 616 627
810 79 977
724 908 266
730 326 603
381 787 694
122 314 858
272 244 116
838 93 905
584 804 856
305 699 86
122 702 605
956 232 704
709 955 262
273 686 912
229 67 720
548 188 532
429 179 364
639 17 392
378 319 171
937 623 815
179 463 159
755 419 566
128 846 112
409 119 725
734 67 572
846 614 127
991 43 122
99 400 800
298 777 809
20 715 621
721 612 24
844 86 996
916 214 513
226 341 194
658 75 640
158 920 897
844 912 174
428 729 586
664 47 143
923 487 229
364 50 954
223 965 671
646 910 697
189 568 239
797 725 369
738 288 969
440 715 402
541 461 412
420 125 169
731 766 838
374 130 226
821 352 250
200 998 726
919 905 674
431 422 720
145 878 640
1 859 20
819 997 439
123 448 136
912 821 780
751 361 72
275 280 523
707 917 326
427 348 825
872 212 564
324 138 67
490 138 623
836 676 974
308 798 909
264 430 656
68 181 874
224 174 232
815 600 427
313 27 697
231 898 411
28 940 241
861 431 939
274 267 566
683 293 994
540 556 707
936 343 282
413 285 970
887 101 847
279 413 586
737 362 260
406 109 506
931 688 934
595 680 211
652 363 478
508 621 872
793 277 523
978 689 150
56 577 628
14 574 986
716 311 49
37 436 27
298 86 690
988 399 366
665 52 970
635 559 468
879 72 162
466 768 629
337 823 101
28 555 4
848 989 385
32 27 304
42 324 705
740 31 525
119 696 683
578 50 468
659 928 641
735 113 132
501 168 558
561 195 821
914 762 154
579 512 169
397 554 75
582 13 454
885 131 219
239 708 848
870 87 916
573 821 593
481 41 380
493 321 258
497 235 563
772 532 991
791 929 273
853 230 98
945 115 831
452 354 146
8 942 509
491 235 81
805 715 492
568 927 193
963 424 539
121 914 916
790 425 274
731 278 21
404 941 35
206 393 645
716 400 670
750 890 455
606 695 427
221 981 846
156 945 884
44 784 344
464 574 97
532 25 570
830 428 216
243 633 605
446 69 288
591 537 828
971 143 169
67 82 690
807 237 353
971 281 720
769 744 76
273 995 751
491 825 490
650 786 476
202 232 205
153 822 185
712 512 850
685 578 689
359 385 248
695 76 768
816 844 812
231 836 6
668 327 722
971 696 698
907 897 874
630 769 976
889 481 105
729 885 41
932 244 627
91 657 748
430 704 479
46 91 105
485 62 545
711 687 107
886 317 725
603 925 578
114 654 483
639 586 833
268 395 981
254 923 997
521 73 605
905 836 611
54 321 154
898 750 707
640 356 828
869 958 348
579 790 820
175 429 582
450 697 231
664 669 888
71 190 363
899 813 662
538 585 210
238 483 354
343 841 670
765 710 133
831 9 553
552 901 264
577 351 950
996 734 6
777 523 586
630 423 168
319 679 857
48 635 548
245 977 53
797 462 742
308 293 194
609 563 595
59 140 74
204 855 314
737 351 311
459 981 22
432 300 57
271 66 273
311 29 673
193 825 787
223 852 314
260 461 75
488 723 212
230 179 763
494 356 255
182 787 53
266 58 368
985 88 551
401 998 977
278 221 777
166 481 503
617 679 124
927 885 236
810 115 197
45 327 944
260 508 646
494 493 509
231 197 82
277 597 121
867 593 662
310 758 956
932 376 245
74 303 954
656 831 396
417 876 234
252 854 840
874 67 272
555 297 154
41 574 510
244 160 126
949 470 20
572 121 561
593 194 750
498 849 150
237 984 820
302 236 718
593 829 247
97 103 72
795 861 446
92 106 993
698 773 842
64 345 495
523 937 427
4 155 521
316 391 973
222 692 431
982 4 891
810 100 510
934 895 73
351 705 701
645 122 407
410 904 499
13 427 220
809 150 525
173 184 161
240 405 657
261 388 909
111 198 835
781 850 590
594 201 739
232 564 56
641 973 911
396 705 216
526 233 721
809 405 927
484 363 654
568 342 322
656 171 474
563 951 885
83 546 1000
308 777 163
373 418 865
623 533 951
19 777 200
283 586 132
729 70 73
581 638 451
820 13 510
975 575 109
980 377 618
186 403 793
393 775 41
573 398 211
458 135 523
294 136 853
534 865 363
575 165 412
240 985 556
793 960 631
298 941 281
68 845 541
613 238 818
15 810 374
948 986 424
659 280 690
956 533 801
42 108 410
764 66 191
499 858 617
528 875 571
933 661 108
460 274 40
43 8 229
460 955 979
13 615 487
419 290 886
690 331 952
844 95 782
703 312 591
522 559 134
1 492 85
324 952 180
323 713 868
851 174 303
366 186 358
878 323 590
643 731 657
515 575 674
452 278 196
966 518 854
75 518 280
562 561 13
605 883 870
373 453 577
815 818 909
872 416 555
219 59 667
614 573 7
822 743 764
343 429 556
421 503 303
429 784 466
63 480 440
627 15 810
97 886 679
887 106 285
410 438 579
507 261 694
319 322 221
930 461 645
779 890 49
188 279 965
199 60 260
944 687 237
945 502 957
643 389 656
118 517 342
165 742 393
954 62 652
174 710 325
895 208 690
120 396 111
451 594 107
980 257 957
525 920 570
674 563 204
928 680 527
339 844 895
11 799 73
3 972 320
175 586 585
518 424 39
859 593 765
978 292 257
784 535 974
810 209 944
225 137 453
875 476 77
550 205 567
4 207 143
168 101 801
259 618 941
744 196 879
543 174 875
599 676 868
294 486 816
551 711 724
926 586 935
428 854 841
165 858 446
593 744 73
325 721 763
481 466 276
947 9 420
425 326 801
719 338 338
940 608 588
298 534 77
569 680 698
325 564 229
725 157 989
507 481 561
626 680 337
659 628 81
584 771 400
186 490 269
274 149 334
72 166 343
893 734 430
851 777 808
104 503 972
819 10 426
257 354 760
159 731 203
788 316 981
182 501 611
912 774 258
251 565 351
841 458 120
113 28 110
947 850 765
657 669 509
848 925 106
438 85 829
374 591 803
81 491 828
996 403 592
780 372 36
728 214 884
411 326 888
589 992 926
270 649 690
678 216 387
441 372 59
654 745 786
900 545 318
648 541 573
608 40 586
132 768 53
832 179 699
561 486 34
857 755 381
823 433 815
434 593 149
846 965 883
850 865 52
65 233 562
400 840 24
107 690 787
28 523 323
992 802 741
231 659 509
555 202 135
96 635 77
9 481 163
385 51 548
306 833 410
486 951 693
706 58 80
694 85 159
298 77 465
668 26 276
231 300 632
227 395 272
533 122 254
524 506 716
749 17 251
396 722 538
732 136 831
592 433 886
253 820 734
573 769 757
813 995 473
407 248 677
482 490 605
325 869 658
720 618 47
347 732 147
469 464 391
676 774 805
959 28 130
705 319 874
33 133 522
473 539 152
35 739 926
821 65 743
420 784 364
34 849 833
89 319 230
997 994 712
340 672 745
938 377 956
307 409 327
671 600 129
719 354 617
539 175 505
945 594 120
689 347 360
164 435 467
821 152 919
254 491 305
712 148 711
209 455 188
837 844 266
724 563 916
350 820 94
758 766 811
950 455 760
710 337 439
789 159 239
861 131 316
325 561 800
165 770 267
132 326 887
699 768 163
339 836 374
154 313 613
562 263 892
36 692 99
943 481 760
722 61 586
990 385 26
126 268 682
715 119 880
867 536 454
864 875 314
400 29 670
701 309 639
176 344 582
986 6 965
675 446 411
212 437 871
310 281 57
896 715 211
528 582 894
927 446 374
881 845 448
149 546 574
398 721 215
619 427 810
41 820 596
522 32 242
107 61 547
678 675 128
368 921 871
313 848 292
413 449 762
979 316 543
853 713 580
790 333 973
732 92 129
838 332 986
382 157 272
924 835 964
182 921 647
302 234 772
306 366 6
270 916 797
105 706 278
86 157 777
604 714 352
436 96 226
765 738 806
770 919 950
977 939 257
470 246 747
131 401 572
388 670 657
77 493 866
648 901 490
530 56 743
568 821 367
441 591 841
953 287 388
700 475 650
706 711 91
517 507 447
752 324 727
862 690 706
687 220 425
606 506 804
982 946 158
558 619 485
792 319 557
272 569 82
870 993 727
857 229 991
57 980 504
552 562 690
667 249 606
556 573 475
267 555 456
286 114 849
311 624 558
529 615 682
71 204 144
605 62 599
365 836 266
167 388 205
940 773 610
371 329 871
307 595 708
190 600 312
410 629 70
668 158 336
213 946 442
33 552 181
800 635 1000
548 802 977
576 461 817
852 831 296
420 856 571
824 765 446
779 893 110
359 280 767
552 493 850
668 525 438
845 325 521
577 591 305
696 167 480
588 737 651
528 876 644
781 419 267
634 199 368
116 557 503
473 827 355
776 496 419
351 60 292
279 637 593
9 333 524
636 640 696
95 886 34
409 667 541
489 20 881
181 135 827
433 326 715
897 102 985
605 171 817
637 449 915
979 176 903
208 811 596
891 905 346
170 34 371
148 241 468
44 421 98
495 572 675
212 469 400
424 74 712
415 430 129
42 409 957
439 335 377
476 944 689
399 114 887
426 980 886
472 24 405
652 237 298
876 449 273
921 591 394
137 724 658
519 485 657
796 923 913
604 400 475
36 798 374
500 943 152
205 415 41
49 786 220
464 381 754
349 302 275
27 157 305
133 395 757
367 909 885
936 513 933
887 548 950
951 766 305
996 970 169
782 19 288
87 202 40
277 550 175
340 576 54
845 709 508
835 76 141
748 730 35
62 617 876
610 288 552
383 284 946
289 784 168
700 871 514
773 866 608
866 924 493
835 769 881
199 323 428
191 790 48
695 570 917
466 180 58
4 281 974
231 569 706
195 987 824
360 760 81
75 346 105
85 899 550
803 817 526
317 8 564
279 421 301
857 886 982
724 609 615
311 558 368
682 752 530
924 830 490
752 904 424
504 989 385
25 511 583
306 546 807
658 824 91
18 682 662
837 125 72
656 154 266
763 836 115
857 479 132
430 231 925
349 734 689
885 478 304
239 783 847
318 161 67
536 178 530
640 16 645
73 390 386
780 871 161
241 728 441
530 159 660
443 226 272
64 111 532
914 349 261
592 385 725
531 920 224
153 279 92
616 351 295
952 132 199
125 91 39
776 339 303
377 782 415
711 564 463
524 478 325
120 788 863
875 320 463
527 191 490
913 806 17
689 478 308
55 602 830
149 97 362
838 473 533
35 185 31
60 427 862
152 546 874
347 140 132
462 385 166
138 298 972
601 986 936
914 42 218
318 908 961
60 747 122
303 781 27
828 560 856
550 430 221
61 777 494
609 239 954
67 95 990
331 414 246
72 328 626
134 645 816
12 424 469
643 726 351
896 273 925
857 822 867
801 602 38
884 929 900
352 996 1000
118 46 1000
589 835 913
101 969 862
240 980 914
126 342 601
793 956 305
457 532 888
551 333 222
141 217 142
688 287 110
49 405 153
104 993 503
924 812 80
672 771 845
561 896 919
177 408 384
501 865 391
648 135 512
397 276 944
513 682 288
624 730 886
781 552 631
773 477 205
453 867 70
831 428 46
270 323 837
664 824 718
590 472 203
567 588 682
760 101 54
958 724 22
562 224 586
876 996 305
4 449 97
620 998 171
134 268 185
55 931 90
840 240 773
760 806 808
394 285 336
708 244 819
753 805 408
69 681 607
579 404 845
956 24 616
480 875 188
46 929 298
435 769 982
734 249 457
620 642 312
326 69 188
474 540 322
845 327 345
932 905 460
469 580 440
722 779 332
524 824 322
695 978 481
107 712 658
324 332 239
544 376 277
9 568 499
277 414 784
945 65 142
736 252 315
551 973 179
241 217 270
578 911 324
685 18 466
41 60 855
475 604 476
978 331 497
22 607 327
391 272 924
104 8 779
678 558 861
749 517 708
645 96 969
238 780 627
542 540 136
179 733 513
909 711 945
208 451 106
639 561 339
135 664 751
600 61 487
321 810 876
976 174 889
263 131 710
566 672 995
647 569 982
52 197 653
67 405 152
127 762 968
177 615 538
516 215 231
850 255 523
701 949 739
367 212 849
531 496 22
235 144 762
390 195 246
257 979 324
294 825 674
890 2 867
870 517 386
911 86 90
480 506 686
223 591 848
814 122 848
79 75 527
630 464 45
378 721 51
531 733 1
164 623 233
131 213 851
31 124 691
185 603 278
7 545 204
759 78 530
290 874 898
400 504 994
986 882 117
552 132 771
661 14 275
771 862 167
399 892 677
831 77 32
487 802 617
734 561 336
102 569 508
263 969 244
887 674 495
951 944 584
748 605 185
886 376 163
238 494 257
430 44 906
226 249 149
285 982 833
422 803 804
433 66 294
666 952 995
501 622 309
185 370 588
882 974 65
443 930 941
614 80 555
580 305 240
349 309 497
397 449 558
732 600 673
38 266 483
734 485 104
657 670 306
621 552 67
961 713 203
514 327 389
828 626 8
392 974 677
656 90 435
723 540 85
855 296 223
658 31 398
83 406 491
595 27 390
800 707 904
936 221 995
870 50 567
110 160 121
375 815 489
90 257 474
403 112 723
701 488 581
485 289 5
656 602 286
380 402 137
817 58 850
300 927 978
127 755 761
646 131 399
255 938 449
403 341 935
566 761 987
759 246 412
77 901 163
140 282 10
908 817 804
898 835 637
375 961 163
292 326 764
461 580 522
886 701 874
423 268 41
166 745 773
197 541 208
548 399 440
302 307 372
112 924 646
287 299 532
499 310 150
278 770 340
277 657 224
54 80 227
872 964 929
655 879 335
461 729 715
680 559 674
454 846 992
906 64 78
966 341 682
324 336 955
102 389 479
147 261 593
656 634 60
424 411 41
591 871 898
783 270 434
181 723 286
314 630 616
39 315 892
533 357 282
122 459 365
789 605 827
422 979 442
652 123 472
591 713 5
696 496 412
360 395 44
589 708 79
599 465 723
950 997 611
357 837 671
152 627 777
644 49 856
771 700 300
309 10 838
436 705 240
833 783 179
391 372 295
578 690 368
80 359 81
656 715 386
692 585 115
52 230 156
109 1 624
289 29 559
899 464 858
725 16 955
944 406 486
591 983 68
984 781 944
812 438 746
477 848 840
769 618 699
827 445 820
305 733 675
790 352 564
700 77 953
393 21 535
894 612 738
368 315 286
918 845 492
184 41 675
753 809 963
271 356 563
508 660 776
772 169 790
220 868 845
683 979 767
989 874 907
279 242 632
69 160 374
296 62 519
90 534 532
782 804 570
639 312 960
947 85 909
607 304 273
62 705 360
255 694 6
779 692 575
336 760 66
738 775 224
181 583 537
151 366 55
196 723 300
899 389 244
491 995 506
951 775 37
672 748 373
704 527 250
259 863 657
410 320 86
622 500 211
88 369 345
638 283 403
937 901 160
322 392 757
10 343 686
839 733 769
364 437 210
299 414 695
994 823 598
901 165 733
673 252 687
248 608 679
231 866 967
349 594 445
523 434 866
165 516 533
