10000 50000
611 2197 312
6283 1232 933
3087 7591 1
1782 1104 127
1964 9420 737
2171 8445 360
9699 4506 850
6837 9375 940
2942 1018 585
77 1601 4
3047 8563 201
6711 1198 784
1995 4284 374
9996 2418 829
5122 4381 249
7211 6552 45
4922 2602 902
6772 9438 629
9711 2380 646
1647 8808 598
4651 8206 161
9851 4916 358
2634 3263 993
9360 3258 410
3540 4731 791
7140 8293 694
9184 3215 295
8438 6338 733
7066 2400 464
3063 4046 271
7012 8696 476
3172 4898 744
6881 7532 6
1226 3243 615
1635 6782 345
2777 3922 638
470 9457 204
7117 4246 541
6849 1311 292
5312 725 337
8934 7737 385
4409 7260 282
7504 493 165
3861 1718 759
3475 9704 893
4172 8833 166
3161 9302 622
5364 2770 220
256 9618 882
3899 1281 607
5235 214 695
7971 4623 954
5605 8478 798
769 2339 515
1880 2165 219
9772 6336 51
7937 9496 704
1910 1211 826
129 7818 443
6011 1716 724
8969 3303 289
9663 7625 263
3968 3229 741
8766 350 79
1632 2229 595
7850 2000 931
9252 6288 778
6308 4549 341
6133 4678 510
1927 7040 578
9002 2360 232
6291 2022 856
4553 2341 85
7645 1106 434
3075 2738 14
670 6939 365
4600 2543 4
729 8850 552
8069 1334 581
5931 3260 620
5508 2262 979
4739 8552 352
1594 9456 693
8030 7101 150
4815 175 887
3828 844 178
7544 1795 720
7547 2524 921
2099 6944 254
7679 2874 513
6651 4733 126
1629 9471 29
1333 7417 837
7025 1798 937
6526 6613 463
8765 6792 659
7942 4336 453
6013 8234 328
2933 332 624
7538 4363 849
5402 1013 582
5528 8993 404
6908 325 172
7744 3701 322
2032 227 286
6495 8991 77
8153 6932 764
7957 9296 998
6637 2228 681
8612 6117 43
9812 1518 55
5745 3397 48
7501 305 372
6672 4400 425
345 6432 651
630 2926 641
7707 7430 924
1822 1738 219
4171 4726 798
6852 9689 266
246 9501 783
8301 5245 180
1700 9097 836
5423 5769 235
2847 2465 666
497 3095 943
3489 7153 724
3412 8974 814
8982 9497 891
3131 2700 580
3396 2945 432
1531 7597 28
6710 9296 125
4897 4719 245
1131 7565 709
149 4414 803
8443 7902 955
4167 7666 281
7980 6647 777
9222 6130 828
3801 9525 772
4232 1055 721
6260 4116 16
7384 5364 86
628 2847 3
6336 2995 416
1491 1437 669
7445 1955 334
5077 6286 333
2205 5508 462
2032 5660 338
1156 9892 745
7876 2503 212
243 6238 576
7329 3217 422
8331 5904 768
98 7394 556
9766 1191 511
3452 6267 148
136 8472 7
2949 6855 667
5286 8010 910
1382 5885 412
1594 6128 1
3521 9808 217
1942 8138 120
9709 4587 866
1616 704 56
5478 507 322
5626 642 145
7632 3590 1000
1650 5228 9
5559 6609 246
8322 4554 725
3674 8074 532
5890 6367 669
362 6075 607
2227 4043 310
1634 9520 817
7307 5145 810
1452 9129 400
8803 778 627
7811 2689 587
5408 1010 141
9132 4684 214
2663 6925 581
683 3638 7
3289 2216 49
2951 3849 569
3119 1156 65
3928 8959 193
4679 7761 323
4305 1923 11
3244 3683 372
384 2814 407
1949 5477 684
9881 2511 321
240 5800 537
4640 5102 385
8560 8220 892
7625 8499 202
2169 3178 314
3843 3834 237
1853 7077 919
3577 3812 84
9983 2113 560
6018 8345 423
9339 8584 574
4875 9576 675
611 8135 246
3855 2111 96
6056 632 273
2370 4474 459
6958 2679 887
8876 6255 51
6311 2589 163
9223 8607 507
4645 7945 443
2218 9171 18
1244 9781 504
8489 9987 615
6936 6043 246
2209 8412 719
4019 1721 397
2905 6948 3
1955 3258 944
9469 2480 902
5328 7124 198
9770 5693 368
139 6936 500
8642 1776 487
9256 8712 881
6853 920 644
2572 1290 364
7320 546 311
4675 8853 568
4618 8321 48
9519 3648 523
5068 9769 216
3435 9907 151
4286 8549 927
8772 4156 638
5652 1009 909
7295 3580 198
7010 7251 95
7320 1925 947
888 2894 268
3287 8764 267
9161 3831 36
4376 3617 942
6527 7903 842
6805 3026 998
9442 5030 6
5702 8676 937
3251 5686 539
1345 3005 816
8292 244 61
9911 9882 825
1529 9043 7
6564 3418 624
7858 6296 878
7699 9452 903
8048 5245 932
9405 946 608
693 548 645
9232 1893 649
2399 6536 245
8459 2798 478
9635 4326 520
4642 7242 290
9617 5099 937
2494 9149 389
8396 3549 633
9328 2953 931
5287 3646 478
6931 9229 722
7931 7979 609
5527 6437 406
3005 6072 84
5876 7065 325
2165 6681 775
7454 9174 923
5842 7569 471
5826 3248 776
6756 4886 773
8234 8168 353
4307 6099 331
6916 7977 767
2321 981 190
8404 3209 254
8080 1725 934
2854 9178 107
3129 1371 28
599 7197 627
3726 3952 513
498 8537 32
2850 2844 130
3180 9759 459
6299 8431 439
5488 3187 999
8094 1266 724
1027 472 901
9486 3600 624
1865 550 820
3843 4276 123
707 1125 12
5739 3975 855
6868 3506 965
2326 6156 747
5117 7996 933
7467 6089 551
5190 3467 374
8443 9304 973
3066 7520 522
1237 1363 149
9711 2069 274
6722 7807 600
2928 1027 457
5244 9704 613
5991 1172 608
6275 8639 48
4177 3828 514
2550 8622 170
4522 8039 689
3396 9275 51
6544 8986 120
817 2059 278
5416 1339 304
9873 6582 8
6837 2572 179
1796 5199 169
2843 9375 997
7356 1925 970
3877 6446 9
1566 6193 283
616 2737 620
8087 3553 31
3365 5321 369
6020 1545 950
8379 4733 874
5558 6528 72
4078 9370 798
74 3077 722
7396 6954 520
6404 8519 712
1038 5486 800
1010 9925 705
3040 3289 377
2760 5660 921
2709 4039 653
7934 5948 532
8357 25 901
8155 6451 329
6228 3846 282
7099 249 152
4163 7638 638
3962 8647 562
3666 8038 202
5042 797 213
4314 9858 251
8318 4143 198
8849 2500 575
8749 7006 25
8078 9585 222
711 6684 822
1863 846 459
4852 4807 458
1413 4825 495
3966 9866 644
2178 532 501
781 8849 643
5330 7698 494
9904 2798 499
7280 7227 84
8501 7938 119
2674 6152 964
8133 1003 122
4942 8767 946
3436 2732 164
9079 1261 695
931 2041 543
6926 7371 592
5419 3626 390
7270 906 616
8705 5758 905
6823 8432 56
2138 2916 58
8611 7857 824
3557 7644 907
1072 3075 520
2766 4005 560
9660 930 282
4252 2701 260
7993 6322 165
8960 5026 274
7865 8200 57
2920 337 324
5330 8947 180
6505 8855 176
412 9926 250
8283 9043 606
1842 5055 888
5476 5658 940
2735 3650 261
7251 2609 286
3876 6825 485
8933 9745 173
3256 5074 471
1788 7930 678
4315 8341 955
9916 6623 998
9521 4817 404
2760 6644 61
8699 5730 62
959 9332 670
4596 3207 495
6432 8491 591
8604 1747 16
2427 9886 945
5104 4200 638
4058 4115 612
2055 9987 428
7810 9099 423
2870 7797 152
4283 5108 483
1953 9703 42
2799 6135 532
9741 1090 630
1756 3516 515
1700 8619 66
2689 2677 532
301 1083 871
2728 8893 969
4503 8114 765
5654 2397 872
2489 701 927
8882 9851 61
7413 9591 502
4043 1346 18
6909 9397 636
3975 2086 664
7858 2386 747
1728 1465 991
1048 5967 456
8165 7973 852
388 6813 904
2314 5694 754
6726 3106 344
2228 3500 689
1245 409 438
5232 735 523
1896 4944 260
5994 6672 76
8984 4071 395
6439 2235 367
2643 2623 531
9546 4936 576
6300 1662 681
8995 241 533
3036 7837 293
6473 3068 27
8347 1315 970
8958 3660 993
1033 2643 64
5427 5434 650
4145 4428 272
9675 325 208
7250 6624 221
4283 1971 813
1167 5006 649
8459 1478 68
6485 6176 735
5806 5133 394
8151 2517 389
4566 7944 174
3215 2088 601
4487 8115 925
7046 1716 901
7618 2350 871
8430 3516 228
3430 1974 57
7849 4810 232
3583 6968 364
9329 5118 232
4069 6035 175
4242 9249 615
5194 87 81
6470 3484 796
4370 1101 146
592 5882 13
8171 5663 987
7227 3512 148
2458 3446 115
9173 2774 584
8405 6842 618
1931 7435 219
7545 2628 305
7625 9098 789
5773 9819 241
6270 6763 475
282 4933 137
2620 2160 1000
9768 969 446
234 142 219
5818 4898 413
7435 6828 847
4653 4373 475
8310 8349 924
5450 473 742
42 6742 856
516 3376 789
3005 2347 300
9004 8466 268
4801 8700 409
3372 4517 658
8784 8303 486
1630 9308 210
3456 3969 558
4379 5770 31
1473 5811 124
5328 2679 851
468 2035 198
7767 7390 663
2387 2191 714
7147 5562 582
6805 4345 885
3290 2326 544
499 2134 512
2408 2864 281
4790 688 443
3914 2368 121
9116 2835 507
313 6954 897
6328 9340 87
1041 6486 648
6623 3290 344
6859 2931 21
2754 3429 506
6265 5837 370
1897 626 57
9691 891 424
164 7 611
2670 6671 564
2566 2998 255
4652 391 740
8651 3365 382
3346 223 312
6719 2976 741
2224 5592 929
593 3840 554
6002 3530 797
3777 3693 803
739 2715 825
4654 5280 823
7908 6284 565
4000 4934 929
3381 4632 151
5692 1350 478
7784 3573 69
5712 518 260
618 2871 789
6414 2999 834
8568 3738 548
7392 8391 179
5566 2651 462
482 6650 748
2410 30 379
912 2073 728
2389 9857 652
5809 1920 169
3068 2537 391
209 5302 390
1042 3869 479
941 7613 221
6119 9530 871
7581 12 520
6680 2421 901
4058 3333 974
9137 2073 830
7788 7882 101
3309 949 638
1699 1157 939
9440 8550 160
918 9490 124
3491 1961 653
2361 5893 664
4233 2572 437
6133 6629 121
6458 5765 193
6639 9904 74
8740 3212 375
3377 1263 883
9667 702 785
6178 7972 626
6653 1462 586
306 174 478
321 758 49
2757 6891 29
4877 3348 145
9070 9987 49
7495 5078 260
3221 4806 874
6456 4472 928
8240 7002 899
2217 3654 712
1803 311 237
3632 632 995
1681 3388 237
9061 8265 936
2206 3686 274
5254 7532 351
7865 753 156
1739 3560 980
2666 8151 333
7916 367 986
979 2169 649
4215 5801 280
4561 3833 667
1797 2893 283
5085 1450 320
8358 6703 852
6709 920 956
6216 2658 867
195 1675 17
7527 5942 383
4865 6920 904
2513 7486 56
7144 8399 888
5162 6547 132
1445 1631 582
4116 9989 636
4319 3049 555
1626 9264 212
2492 5811 238
1508 9689 179
7243 905 98
5146 9769 936
5201 6912 334
5440 2074 880
8571 9870 511
9504 3985 851
7140 4656 899
5694 6281 514
3258 8773 676
2495 6632 365
7674 3874 621
6123 5371 390
2058 6923 301
2743 2362 726
3623 7285 595
2485 6788 932
1335 3927 587
9585 9621 219
7098 2878 991
6774 5372 975
2490 9397 200
9110 5520 571
1851 3929 493
1504 6672 855
3229 6646 139
4824 9130 278
6755 464 205
9693 48 825
8911 3497 54
3254 6622 777
4228 5463 526
5427 925 397
8349 2775 325
8194 4278 348
4048 7507 993
3538 2330 122
9815 5436 937
6371 1480 984
2547 390 833
1600 9995 454
8729 4222 917
5254 6001 841
3650 701 615
2326 8894 245
7674 9293 751
6018 2830 432
7140 8997 219
1428 5367 698
9412 7914 439
7244 5865 434
8049 945 655
7965 6198 7
5157 6199 708
8772 8525 601
3016 2550 894
1118 8567 75
1549 2058 423
119 3486 142
3816 9249 407
606 2844 271
1039 7244 568
2046 5209 765
9052 365 316
3111 5488 840
6064 4855 741
8309 5972 307
9735 3872 717
158 342 554
2299 509 154
8705 1115 997
7327 2153 592
6894 4198 800
9011 9602 517
7326 9064 356
517 5127 211
6257 3435 534
6915 3170 758
5983 9679 451
8536 1977 960
6689 7033 74
4037 711 226
8629 7605 776
4780 2967 377
7648 292 440
6004 7160 919
5566 3416 705
7451 6682 874
9560 2665 904
2011 1200 880
4970 4241 264
9043 4629 975
5268 3257 931
2043 4389 897
4771 2036 540
6563 4391 699
3481 9956 114
185 3759 147
6411 3318 811
2314 5328 363
6546 297 603
4161 9339 231
6135 959 840
2065 9353 580
7313 476 615
2852 7038 358
5550 6870 313
8015 7054 71
7162 9816 389
8972 8482 68
8334 5027 365
8288 5539 55
6519 1674 13
710 90 718
9289 7403 193
6255 254 582
7612 2156 451
5277 170 856
6699 3683 672
1439 2655 153
1507 7340 531
1871 5628 69
4277 8498 742
7642 5559 184
359 4847 586
9903 7453 191
6484 5065 346
9934 6693 516
6789 3391 198
9812 4830 204
4964 6336 896
7846 4558 875
9915 8834 724
8 6475 282
191 3185 480
4128 3087 932
4671 5922 348
1016 2207 40
3883 8996 431
433 5159 612
5988 6475 947
8883 4320 856
3757 4234 41
9832 594 868
5113 7136 52
7944 7616 491
8228 2286 412
9927 3301 619
1967 3536 966
3749 3968 124
6712 9955 598
9658 5190 918
9865 5298 503
8905 5130 448
772 6594 584
5824 4538 199
6666 9117 836
7077 9043 136
6047 7361 23
4012 1109 990
3488 4172 297
9437 3829 486
3354 45 783
4209 8950 912
2008 9721 506
591 1896 395
3141 8561 511
7976 1990 553
2464 8036 266
486 8400 726
8828 8239 898
7124 7675 726
609 7381 771
5743 1589 72
9655 9948 792
6512 539 40
7906 31 952
4768 4359 941
672 6822 329
3937 3659 80
4663 2486 318
9560 5961 992
4637 2921 372
3407 8664 312
3830 8318 260
3974 1181 150
6013 5438 532
2964 205 890
8257 876 63
1585 1165 74
6016 5827 559
2333 5386 872
2676 22 792
4048 9781 455
9711 3610 124
5322 7583 304
7823 9947 93
355 9263 297
7244 7519 525
3659 5455 689
3732 1470 867
2642 3802 252
7513 6477 625
5305 6876 405
8111 2939 367
9235 8260 301
7890 6083 248
8335 6437 510
8983 32 380
507 3690 834
9547 7421 303
4413 63 456
1016 3927 284
7641 9231 512
4045 3694 450
6763 2928 61
7064 7169 143
3663 5503 931
9524 4486 963
2903 1344 4
8088 7243 425
4742 1655 839
1549 9023 765
4832 6663 348
7695 7059 41
7144 3822 320
1205 7237 840
7699 7251 695
630 6774 180
9944 6028 875
2947 467 117
9723 5208 124
6561 6756 146
3678 7939 808
6377 5634 218
6417 9129 391
2088 6685 627
4927 4384 229
9621 1365 354
5152 1308 381
2027 606 847
2495 329 406
970 3241 513
2115 6918 452
6274 3294 437
7492 6062 917
5234 8149 602
3861 3076 337
2441 9048 701
7795 4200 360
9175 2578 965
7374 5072 645
779 6042 886
7292 4508 155
8095 7134 801
883 977 862
2799 6210 363
1400 6422 790
7088 8863 837
7788 6657 36
2499 2183 965
1464 9556 37
7108 6687 430
2345 330 289
4500 4776 422
2652 5658 750
6865 8456 960
9227 6208 381
1016 3295 595
8205 7435 251
9592 9933 434
3557 7748 341
2593 1208 379
374 9904 60
9014 755 835
8436 3406 844
5185 271 300
4496 5849 859
229 6865 505
4823 1421 939
2426 1012 224
2211 4568 323
1551 3512 882
282 237 786
9341 9251 540
9528 4038 946
5371 5574 568
9670 70 416
2880 6650 632
9385 1472 52
9675 249 64
6250 2459 983
573 362 847
8806 643 83
591 6335 333
9483 5862 722
1780 1233 296
4347 7254 717
2762 134 366
4394 5870 189
3797 5544 438
4212 8146 896
9195 5070 609
4041 3875 251
5475 818 938
6160 300 799
881 2079 31
1176 6425 285
7892 5538 770
7609 9931 991
8798 80 886
235 4291 31
482 9837 100
1091 3877 327
8693 5704 144
2630 1863 443
8781 9095 873
9811 271 297
4447 4514 186
5568 2123 117
2558 920 196
1444 7506 838
4826 4339 675
6926 1781 903
5604 474 606
8747 9455 820
8541 8235 915
413 4398 537
5061 5196 50
5246 764 524
1714 9673 795
8261 1116 300
9099 2294 639
9773 5571 419
7027 1174 244
3633 9920 51
8452 4812 637
8718 5224 34
9254 284 230
4304 1881 993
4179 3595 665
4974 8207 133
9625 7305 426
8615 3429 996
3034 456 169
629 440 440
7679 5243 251
9316 3961 826
1701 9566 461
2930 3869 341
1274 4400 287
9291 9373 494
4775 8997 150
2552 7612 931
9547 6997 738
4067 3977 177
4858 8008 771
460 3675 83
1285 5375 649
8745 4657 869
4437 2282 268
76 7924 992
3921 2698 989
5070 1601 952
6000 7499 300
89 7917 628
4617 2774 635
4388 9585 661
4470 869 388
4118 5965 44
3987 6754 677
4606 6829 601
4598 749 650
3586 2170 251
2889 4522 101
5540 4610 18
2167 9227 791
3154 3614 376
7814 4435 596
4201 4905 913
1596 8891 666
1273 3496 846
5225 8093 946
8226 8030 115
2828 7270 988
4929 2809 598
4946 1328 176
4088 4481 141
2815 2294 575
2411 2847 479
675 4442 721
5692 2066 569
7537 7290 13
2834 1868 395
3948 1047 664
5936 5975 825
8885 7272 152
1060 7712 984
9552 526 277
6126 9288 123
3957 9962 917
677 5653 982
3597 9541 624
4610 2374 491
4 2674 537
9019 4961 864
843 3845 487
346 1256 198
4329 807 76
6958 3284 363
2432 7240 677
8700 4269 681
682 7865 222
6305 8826 947
147 5181 620
5035 4200 580
2250 1394 776
6737 8092 383
5286 8772 189
713 2081 473
5428 865 64
104 9564 684
6784 245 901
9357 2901 726
4304 9399 907
8275 4434 458
7207 6683 851
9982 9771 294
365 1409 66
7905 2121 146
8729 7548 10
3145 4003 574
1828 787 170
4728 6495 423
2806 7150 821
6064 5425 606
3521 2631 289
8723 8964 411
8369 5680 171
434 9937 292
4579 8665 191
5941 8161 194
6866 9989 332
4387 1068 178
4809 3873 328
982 6288 104
1587 6160 734
5227 1235 49
8638 9603 729
6160 36 665
5803 966 681
2994 6906 842
539 123 182
5222 4510 249
6399 5670 474
4726 6651 113
4829 8238 273
3914 9816 507
1963 4805 109
2043 965 496
2059 6767 461
7091 9760 719
284 6650 193
3465 1871 702
4066 8270 724
4891 9347 374
2003 4176 963
1627 4441 779
6133 2755 583
6593 4797 899
3440 3207 666
1253 298 777
2323 581 427
3515 4046 297
5569 4463 918
3292 9353 265
4017 7707 440
2980 9334 232
8110 1818 987
8044 8411 783
8943 8202 990
6608 9454 639
6736 8128 219
7162 1643 616
5811 7211 78
2728 6854 782
8992 870 489
5783 3849 822
7015 8310 639
7353 6354 401
2487 5296 603
4476 8255 408
9466 4990 536
5037 8504 530
4652 4314 740
5082 3393 593
4863 8737 814
2351 4519 663
5524 7885 972
4163 5237 677
3915 7724 324
1869 8551 578
9277 4369 920
1164 9405 775
4693 4056 88
1784 5489 832
5728 352 568
541 9054 439
5555 930 323
8879 1444 912
8555 5358 987
9879 7227 889
9456 2855 257
6727 370 661
2501 5062 69
8940 6845 557
8772 8924 260
3691 9464 666
3129 5019 595
452 3897 38
5715 8803 747
8701 8681 973
2941 4489 179
5198 7567 548
3210 68 609
5278 5359 805
2835 4130 80
3446 4173 544
3111 7301 914
3705 4104 162
2094 9818 316
5841 4870 997
3165 7811 837
3344 9360 403
3891 2569 822
5852 7847 181
1008 7033 662
5088 478 834
4983 9941 135
6248 3645 238
7761 2091 408
8076 7931 629
7072 1095 791
3260 790 150
663 4681 71
836 6884 269
16 7891 301
6030 9330 130
9863 664 422
7349 6911 419
8939 4671 509
346 2747 791
2974 6170 885
6117 9430 27
2266 6444 707
7336 3631 942
2956 3647 184
5608 6028 514
8738 5890 529
8159 9591 440
7577 8529 110
5437 5226 208
1227 4551 378
4464 667 159
8490 9285 954
3548 2972 584
5489 5928 582
1672 1535 609
3537 6624 851
6066 1135 441
1857 5063 321
2318 500 546
5526 1726 96
1255 6189 763
6413 4678 399
718 4577 370
2301 65 297
3883 8089 832
1491 7977 455
7693 394 941
7133 2250 4
1453 4568 503
7350 6445 580
1446 7699 769
2560 463 798
2958 1180 375
6327 9832 791
1976 3714 879
9159 1557 208
2965 9249 601
7906 2734 203
7909 538 122
8411 7888 566
6990 5685 616
8110 8244 430
260 7553 961
6986 231 144
3776 8558 858
5007 7716 766
4214 681 366
166 8586 451
8368 2846 989
7489 7608 228
9406 949 912
5373 9059 507
8154 5670 59
8466 2655 641
8610 2782 199
8819 7788 914
584 8353 946
4301 4871 883
752 9590 728
4092 3431 335
5319 2836 284
2230 4561 694
3736 2714 363
9146 1180 17
4786 6141 150
5336 4959 290
7250 5542 642
6195 6194 864
6430 3297 454
3157 7388 884
3844 9058 71
9127 7639 631
6172 7726 697
2534 6871 228
7902 8009 368
6051 3344 326
8340 6945 219
5334 9492 764
7197 5921 61
8650 5429 800
9885 9272 858
3956 4750 496
8938 921 222
6634 3454 444
8213 7707 804
5932 110 148
8609 8449 444
6827 134 935
3943 3683 207
8003 8684 636
2154 8569 259
9011 2524 9
9859 1461 281
2080 4447 735
3875 9011 793
3679 4943 902
3178 3551 703
9621 6730 836
1908 672 518
6466 5026 202
6453 7179 770
5712 2542 645
6072 2400 457
7352 831 255
8438 4705 266
7231 4735 208
2484 7912 110
6186 7533 839
22 5792 862
3891 2257 887
92 8710 418
1213 773 959
1209 6844 710
2666 547 540
1272 8985 596
2537 2567 331
5096 5050 594
1206 1236 126
396 7609 269
258 1499 878
5144 7943 939
9913 5507 711
871 6716 906
580 5733 452
7471 7004 436
5419 5893 2
1749 988 404
2342 8545 639
6820 8941 247
3440 9198 745
2317 693 39
6255 606 546
7317 1476 261
5222 8408 345
26 2230 700
3813 7648 592
167 9396 932
1570 8090 476
4208 1261 416
4454 4700 965
2550 7017 658
8589 9623 263
6486 6940 90
1098 2161 497
1442 8538 727
5141 2351 726
1085 2517 122
8016 4086 563
3491 8293 823
4259 9098 874
4223 7999 242
1232 2939 865
2494 9424 804
1584 521 316
5432 8314 854
1510 9807 556
5236 891 72
4709 8906 157
2271 8748 801
7445 9358 250
7318 3581 600
6912 1164 539
9776 3658 314
5931 1593 187
4246 3376 852
7451 4886 658
3006 6473 548
1077 1181 805
9585 9803 905
2737 3599 262
1338 7268 194
7938 4179 358
3828 3954 15
5493 6236 959
4031 482 334
883 4284 571
7540 7290 43
1440 4718 575
596 655 729
8500 9743 679
5762 1081 299
2955 5370 477
1312 5549 783
9678 7393 18
5988 1424 851
9322 2306 135
244 6197 776
7639 3988 493
2565 4584 499
3646 3083 242
8324 5196 322
6622 8151 43
5451 5814 943
4585 1844 335
9954 7831 758
2157 3504 415
2291 3748 964
2418 7738 951
910 302 886
2761 3947 969
8002 8623 164
675 1596 666
8717 3398 480
8659 7982 675
2345 4288 505
1103 6444 361
4869 5086 460
4832 7503 197
5135 4764 498
20 7524 797
4340 5525 419
7504 6199 366
1521 1267 764
1352 6277 97
3026 8622 384
8883 6076 827
8243 944 264
7702 2128 766
4898 3614 530
8747 3633 53
6543 7973 578
9313 1828 128
3679 3348 395
1442 1052 23
3538 4077 644
6274 9311 71
9100 7553 367
9716 1606 494
1481 2855 107
8010 1602 91
8415 4496 415
7992 3809 242
6471 3839 942
6217 5280 993
2240 5169 421
3235 1442 732
306 6894 636
4672 6609 242
7517 4441 96
3975 2451 49
4065 865 545
8480 5208 705
1073 1678 543
3366 4247 174
358 6486 694
4131 9720 488
862 6377 733
7849 1048 693
6442 8564 133
7890 8890 935
938 2955 151
4834 7786 358
8890 5210 388
6784 8576 634
9957 5285 471
1003 9415 190
3490 6628 567
5574 829 966
4266 7270 882
7398 5159 771
9333 6097 77
8483 7282 214
9193 6172 424
7932 2955 351
917 9264 635
387 266 402
5928 107 381
7846 2032 209
812 6297 479
5045 46 637
8167 5730 85
4244 565 367
809 9757 890
2584 4040 844
2934 4956 459
4921 5342 76
6322 7621 534
702 5467 565
2263 2630 861
4741 7674 259
8729 5840 988
8814 6435 552
2532 7244 660
2421 9827 51
1616 9113 6
6427 4033 699
1502 6706 320
3036 7407 786
6600 6021 415
2813 761 440
9071 9490 279
1058 4655 66
9962 3538 661
4973 5958 487
4024 3925 599
8029 351 983
3728 8205 688
3399 1240 447
2184 4191 467
9950 7003 580
5389 2425 69
3019 9835 75
3436 9796 612
1096 1120 921
8583 5143 197
1533 9524 548
4868 9603 104
8555 3001 343
6001 1536 885
5820 1485 888
6399 3225 664
2819 2595 498
3893 6031 645
8504 7126 765
1776 2060 259
8972 9945 782
2871 4812 384
4974 9718 384
4668 5719 919
8553 1538 755
5792 7936 331
5455 7106 926
1305 998 308
6949 5853 785
65 7628 197
8324 2951 493
2457 5822 656
9841 7147 373
6576 1815 91
4847 367 980
4601 2510 267
284 7964 372
8561 5620 721
2868 8921 573
7004 8985 552
9552 3660 503
2044 6117 676
5699 2309 822
9072 8884 988
4514 3730 354
7846 4683 863
9112 4966 179
3836 3526 798
9556 2745 718
7481 9748 55
9384 9300 66
7886 7695 534
4913 3394 842
9087 2465 726
5074 3330 807
1428 1175 489
6642 6639 454
6172 474 331
1322 6381 75
5391 213 175
8445 9597 826
7863 3834 520
3396 5099 913
1238 4185 729
4315 9258 59
7473 7037 233
8962 31 871
1767 6202 696
8098 7523 429
3524 2914 993
8698 7710 941
9523 5572 127
4395 5320 225
6307 2909 761
7036 3575 18
1094 1047 407
2678 6360 437
901 8127 638
5948 2576 513
3728 2451 778
1721 7501 839
2013 3375 411
6139 7769 82
1715 4076 990
1475 7463 564
6845 4908 610
9251 7585 322
1687 4837 448
6676 785 375
5540 4512 177
7317 2584 677
3156 4597 52
918 7087 820
3999 8802 247
9988 6628 709
5903 3472 616
2864 2722 553
6185 4408 389
3984 7436 525
710 2975 37
9887 6644 972
6563 9799 920
2966 7068 7
7138 7418 160
5384 3757 787
1093 9659 259
8060 2522 332
2612 8707 92
8353 9042 527
4877 9752 853
2265 9638 496
8589 2552 646
9508 5518 713
3866 2655 130
7025 8038 238
3164 5482 896
6422 3542 770
5105 2505 476
8196 7209 517
8722 2086 620
8575 702 257
1422 9290 809
4068 8798 678
132 2663 332
3614 6040 721
851 9203 203
7747 5624 96
3516 728 952
4343 5276 161
4211 3997 598
3831 8923 299
9439 345 589
1247 764 738
4924 895 752
7607 4508 791
8328 5359 993
882 9457 968
3329 9324 48
4632 3666 323
3144 4228 671
3741 4410 594
1392 3849 290
8332 1447 405
421 2723 299
5172 329 159
5963 5008 517
5955 2241 325
7923 1921 648
6970 2905 665
1292 6048 892
5962 6141 302
5907 3884 502
2548 2215 948
6304 2635 670
4603 7806 351
113 120 710
981 6075 951
1305 349 223
952 3670 127
616 4961 527
859 7274 667
5512 9533 550
4013 8432 116
313 4736 102
9334 5690 907
8684 5802 379
9394 3134 453
8696 4438 153
6270 1741 822
397 8708 134
6923 9566 759
5941 1430 643
8842 1794 75
3957 2106 162
8058 1440 203
6316 6475 356
4694 2220 489
5498 7267 278
6650 3537 18
7823 285 725
3956 3559 642
3715 9499 71
9357 8340 865
9783 2296 322
1296 6705 761
8498 3020 588
4205 4066 807
6693 9563 426
9970 2565 962
1339 387 598
5063 695 156
1057 761 654
2127 6469 345
4991 6252 992
2665 3899 696
5425 8749 67
7364 2953 484
1523 5998 47
2948 2319 963
4261 3658 701
5858 5072 395
1013 6128 155
2018 8255 976
7714 9597 227
5705 2261 477
6752 4038 225
7170 1401 530
1654 2923 527
2052 2222 845
5014 6482 854
4714 2339 926
1461 9703 53
8967 8072 659
2942 5785 608
9520 7841 220
9997 4592 257
5573 1762 10
4102 3415 284
4980 5466 506
1825 6831 339
5030 7896 678
6955 9356 732
1360 4675 804
370 7616 940
8977 7136 781
6197 3484 724
3805 9056 485
9166 9510 251
7450 4489 68
4307 2665 250
7645 7695 146
9674 1001 853
1406 8712 527
7561 9082 495
5852 4410 982
5632 6958 465
6356 763 872
5192 9928 733
3795 3729 222
7862 8035 238
1464 5680 284
6609 5353 637
7461 3110 348
9340 7022 781
8834 2874 191
1815 8505 148
4631 1212 262
6502 6404 190
4235 198 918
2808 4411 953
4045 5874 984
5681 8834 336
8317 2647 798
9664 1986 819
2797 819 692
3987 8985 549
8486 3615 760
3748 6468 515
8937 7054 712
4206 9861 475
7510 258 700
6493 5938 534
7181 606 180
978 6621 517
1796 9417 687
1840 9755 671
388 8241 285
147 1988 104
9014 7276 158
1725 1481 18
1551 8991 627
7251 1835 916
8136 9015 873
1667 6344 494
7183 4492 910
9869 6331 17
7891 3070 257
3175 9568 244
7630 8581 519
2787 6658 351
4157 8208 693
2135 1810 528
6051 6297 894
6923 7963 238
768 5145 81
4030 1365 411
7046 9255 832
8302 8781 399
7897 6411 980
4767 5549 989
3117 9705 548
3162 1840 358
8689 4242 654
5934 1164 969
9523 8284 465
7603 2313 830
8365 9358 436
8548 7659 217
1947 1907 979
278 6673 527
5266 6141 232
4813 9302 71
2522 4342 664
6528 276 827
8496 6150 110
1960 3753 774
3141 8469 131
3577 7017 141
2793 5315 47
4771 5592 71
